Código,Provincia,Principales problemas de su barrio o comunidad: ¿La falta de energía eléctrica?: Si,Principales problemas de su barrio o comunidad: ¿La falta de energía eléctrica?: No,Principales problemas de su barrio o comunidad: ¿La delincuencia?: Si,Principales problemas de su barrio o comunidad: ¿La delincuencia?: No,Principales problemas de su barrio o comunidad: ¿El desempleo?: Si,Principales problemas de su barrio o comunidad: ¿El desempleo?: No,Principales problemas de su barrio o comunidad: ¿La pobreza?: Si,Principales problemas de su barrio o comunidad: ¿La pobreza?: No,Principales problemas de su barrio o comunidad: ¿El consumo de drogas?: Si,Principales problemas de su barrio o comunidad: ¿El consumo de drogas?: No,Principales problemas de su barrio o comunidad: ¿La venta de drogas?: Si,Principales problemas de su barrio o comunidad: ¿La venta de drogas?: No,Principales problemas de su barrio o comunidad: ¿El costo de la vida?: Si,Principales problemas de su barrio o comunidad: ¿El costo de la vida?: No,Principales problemas de su barrio o comunidad: ¿La corrupción?: Si,Principales problemas de su barrio o comunidad: ¿La corrupción?: No,Principales problemas de su barrio o comunidad: ¿La educación?: Si,Principales problemas de su barrio o comunidad: ¿La educación?: No,Principales problemas de su barrio o comunidad: ¿La salud?: Si,Principales problemas de su barrio o comunidad: ¿La salud?: No,Principales problemas de su barrio o comunidad: ¿La falta de agua?: Si,Principales problemas de su barrio o comunidad: ¿La falta de agua?: No,Principales problemas de su barrio o comunidad: ¿La acumulación de basura?: Si,Principales problemas de su barrio o comunidad: ¿La acumulación de basura?: No,"Principales problemas de su barrio o comunidad: ¿Calles, aceras y contenes en mal estado?: Si","Principales problemas de su barrio o comunidad: ¿Calles, aceras y contenes en mal estado?: No",Principales problemas de su barrio o comunidad: ¿No hay problemas en el barrio o comunidad?: Si,Principales problemas de su barrio o comunidad: ¿No hay problemas en el barrio o comunidad?: No,Principales problemas de su barrio o comunidad: ¿Otro problema?: Si,Principales problemas de su barrio o comunidad: ¿Otro problema?: No,A qué cree que se debe la delincuencia en el país: ¿Al desempleo?: Si,A qué cree que se debe la delincuencia en el país: ¿Al desempleo?: No,A qué cree que se debe la delincuencia en el país: ¿A la pobreza?: Si,A qué cree que se debe la delincuencia en el país: ¿A la pobreza?: No,A qué cree que se debe la delincuencia en el país: ¿A la falta de oportunidades para estudiar?: Si,A qué cree que se debe la delincuencia en el país: ¿A la falta de oportunidades para estudiar?: No,A qué cree que se debe la delincuencia en el país: ¿A la falta de lugares para practicar deportes?: Si,A qué cree que se debe la delincuencia en el país: ¿A la falta de lugares para practicar deportes?: No,"A qué cree que se debe la delincuencia en el país: ¿A la falta de alternativas sanas (clubes, cine, teatro, etc.) para el entretenimiento?: Si","A qué cree que se debe la delincuencia en el país: ¿A la falta de alternativas sanas (clubes, cine, teatro, etc.) para el entretenimiento?: No",A qué cree que se debe la delincuencia en el país: ¿Al consumo de drogas?: Si,A qué cree que se debe la delincuencia en el país: ¿Al consumo de drogas?: No,A qué cree usted que se debe la delincuencia en el país: ¿A la venta de drogas?: Si,A qué cree usted que se debe la delincuencia en el país: ¿A la venta de drogas?: No,A qué cree que se debe la delincuencia en el país: ¿Descomposición del hogar o mala crianza?: Si,A qué cree que se debe la delincuencia en el país: ¿Descomposición del hogar o mala crianza?: No,A qué cree que se debe la delincuencia en el país: ¿Otra causa?: Si,A qué cree que se debe la delincuencia en el país: ¿Otra causa?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Al desempleo?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Al desempleo?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la pobreza?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la pobreza?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la falta de oportunidades para estudiar?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la falta de oportunidades para estudiar?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la falta de lugares para practicar deportes?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la falta de lugares para practicar deportes?: No,"A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la falta de alternativas sanas (clubes, cine, teatro, etc.) para el entretenimiento?: Si","A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la falta de alternativas sanas (clubes, cine, teatro, etc.) para el entretenimiento?: No",A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Al consumo de drogas?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Al consumo de drogas?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la venta de drogas?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿A la venta de drogas?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Falta de educación?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Falta de educación?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Falta de autoridad?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Falta de autoridad?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Educación familiar/falta de valores?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Educación familiar/falta de valores?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿No hay delincuencia en su barrio o comunidad?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿No hay delincuencia en su barrio o comunidad?: No,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Otra causa?: Si,A qué cree usted que se debe la delincuencia en su barrio o comunidad: ¿Otra causa?: No,"Desde noviembre del año pasado hasta la fecha, ¿Alguna de las personas de este hogar tuvo un accidente de tránsito mientra conducía un vehículo, motor o bicicleta?: Si","Desde noviembre del año pasado hasta la fecha, ¿Alguna de las personas de este hogar tuvo un accidente de tránsito mientra conducía un vehículo, motor o bicicleta?: No","Desde noviembre del año pasado hasta la fecha ¿Alguna de las personas de este hogar tuvo un accidente de tránsito mientras iba en un vehículo de motor o bicicleta, conducido por otra persona?: Si","Desde noviembre del año pasado hasta la fecha ¿Alguna de las personas de este hogar tuvo un accidente de tránsito mientras iba en un vehículo de motor o bicicleta, conducido por otra persona?: No","Desde noviembre del año pasado hasta la fecha ¿Alguna de las personas de este hogar tuvo un accidente de tránsito mientras iba en un vehículo de motor o bicicleta, conducido por otra persona?: Sin información","Desde noviembre del año pasado a la fecha ¿Alguna de las personas de este hogar fue atropellada por un vehículo, motor o bicicleta mientras caminaba o estaba parada en un lugar?: Si","Desde noviembre del año pasado a la fecha ¿Alguna de las personas de este hogar fue atropellada por un vehículo, motor o bicicleta mientras caminaba o estaba parada en un lugar?: No","Desde noviembre del año pasado a la fecha ¿Alguna de las personas de este hogar fue atropellada por un vehículo, motor o bicicleta mientras caminaba o estaba parada en un lugar?: Sin información",Cuántas personas de este hogar han tenido algún accidente de tránsito desde noviembre del año pasado hasta la fecha?: 0,Cuántas personas de este hogar han tenido algún accidente de tránsito desde noviembre del año pasado hasta la fecha?: 1,Cuántas personas de este hogar han tenido algún accidente de tránsito desde noviembre del año pasado hasta la fecha?: 2,Cuántas personas de este hogar han tenido algún accidente de tránsito desde noviembre del año pasado hasta la fecha?: 3,Cuántas personas de este hogar han tenido algún accidente de tránsito desde noviembre del año pasado hasta la fecha?: 4,Sexo del jefe(a) del hogar: Hombre,Sexo del jefe(a) del hogar: Mujer,Sexo del jefe(a) del hogar: Sin información,Tipo de hogar: Unipersonal,Tipo de hogar: Nuclear,Tipo de hogar: Extendido,Tipo de hogar: Compuesto,Grupo Socio-Económico: Muy bajo,Grupo Socio-Económico: Bajo,Grupo Socio-Económico: Medio bajo,Grupo Socio-Económico: Medio,Grupo Socio-Económico: Medio alto-Alto,ENLACE,muestra
109,Espaillat,190,625,263,552,133,682,46,769,35,780,23,792,32,783,18,797,8,807,16,799,251,564,15,800,199,616,92,723,136,679,583,232,219,596,70,745,8,807,11,804,77,738,38,777,61,754,132,683,500,315,208,607,64,751,12,803,19,796,60,755,29,786,17,798,8,807,32,783,68,747,76,739,57,758,19,796,0,6,809,0,736,70,8,1,0,317,443,0,138,435,193,48,33,125,302,252,104,109,815
118,Puerto Plata,136,1170,384,922,378,929,120,1187,57,1250,50,1256,136,1171,37,1270,39,1267,43,1264,410,897,56,1250,180,1126,134,1173,207,1100,962,344,285,1021,143,1164,18,1289,14,1293,176,1130,93,1213,139,1167,193,1113,856,450,298,1009,123,1184,36,1270,33,1274,141,1166,70,1237,23,1284,7,1300,17,1289,148,1158,64,1243,75,1232,17,1290,0,12,1295,0,1204,97,6,0,0,457,785,0,269,690,280,68,50,163,437,517,139,118,1306
125,Santiago,331,3690,1872,2149,903,3118,340,3681,396,3625,285,3735,342,3679,275,3746,165,3855,70,3950,887,3134,101,3919,286,3735,425,3595,532,3488,2877,1144,1009,3012,516,3504,66,3955,61,3959,473,3548,301,3719,383,3638,619,3401,2486,1535,870,3151,345,3676,99,3921,143,3877,609,3411,274,3746,132,3888,50,3971,159,3862,343,3677,239,3782,215,3806,87,3933,0,38,3983,0,3698,310,13,0,0,1673,2165,0,708,2145,964,204,114,352,1222,1736,596,125,4021
213,La Vega,183,1339,587,935,295,1227,84,1437,50,1472,47,1475,77,1445,22,1500,29,1493,14,1507,408,1114,46,1476,307,1215,125,1397,332,1190,1088,434,351,1171,137,1385,10,1512,8,1513,180,1342,129,1393,84,1438,247,1274,1026,496,277,1245,87,1435,32,1490,13,1509,159,1363,93,1429,37,1485,18,1504,35,1487,112,1410,108,1414,124,1398,25,1497,0,11,1511,0,1371,138,12,0,0,597,837,0,320,814,298,90,72,266,601,449,135,213,1522
224,Sánchez Ramírez,194,370,215,350,226,338,84,481,36,529,30,535,91,474,30,535,16,549,26,539,281,284,47,518,148,417,9,556,51,514,492,72,221,343,47,518,7,558,6,559,71,493,40,525,28,537,50,515,489,76,254,310,40,525,16,549,23,542,48,517,23,542,8,557,1,563,6,558,13,551,18,547,34,531,5,559,0,2,563,0,525,38,2,0,0,247,290,0,92,311,143,19,33,100,248,145,38,224,564
228,Monseñor Nouel,120,520,298,342,228,413,22,618,65,576,55,585,58,583,15,626,22,618,36,605,118,523,43,598,77,564,32,608,109,532,519,122,78,563,83,558,2,639,2,638,57,584,26,615,53,587,115,526,497,143,45,596,69,572,3,637,1,640,60,580,26,614,21,620,8,632,12,628,36,605,43,598,45,596,7,633,0,3,637,0,588,48,4,0,0,212,408,0,105,350,137,48,13,61,253,255,58,228,640
306,Duarte,289,909,696,501,450,748,140,1057,166,1032,140,1058,114,1084,76,1122,57,1141,43,1155,335,863,43,1155,222,975,7,1191,162,1036,1052,146,408,789,76,1122,14,1184,21,1177,184,1014,90,1108,94,1104,121,1077,1002,196,417,781,66,1132,35,1163,65,1133,220,978,114,1084,16,1182,11,1187,37,1161,19,1178,24,1174,55,1143,17,1181,0,15,1182,0,1126,58,13,0,0,508,615,0,238,613,321,26,53,202,442,388,113,306,1198
314,María Trinidad Sánchez,183,381,225,339,263,301,139,425,30,534,28,536,93,471,32,532,19,545,31,533,144,420,27,537,123,441,23,541,56,508,464,100,255,309,74,490,10,554,10,554,91,473,50,514,29,535,47,517,403,161,252,312,75,489,15,549,12,552,67,497,34,530,13,551,3,561,17,547,35,529,31,533,31,533,6,558,0,5,559,0,523,38,2,1,0,242,300,0,118,297,130,20,24,91,229,178,42,314,564
319,Hermanas Mirabal,69,258,152,175,131,195,57,269,43,283,37,289,36,290,28,298,15,312,13,313,55,271,25,301,99,227,10,316,21,305,262,65,128,199,41,286,12,315,6,320,60,266,27,299,13,314,23,303,229,97,130,196,34,292,11,315,11,316,53,273,25,301,5,322,2,324,3,323,21,305,11,315,15,311,5,321,0,2,324,0,306,18,1,1,0,131,173,0,62,172,79,12,12,48,124,101,42,319,327
320,Samaná,129,244,126,247,92,281,38,335,23,349,16,356,33,340,14,359,10,363,9,363,119,254,32,341,54,319,23,350,28,344,316,56,101,272,39,334,7,366,11,362,47,326,25,348,16,357,37,336,308,64,159,214,14,359,6,367,11,362,28,345,10,363,5,367,1,372,2,371,18,355,5,368,8,365,3,370,0,0,373,0,362,10,1,0,0,156,182,0,68,202,91,11,27,84,137,112,13,320,373
405,Dajabón,39,213,74,178,86,166,35,216,12,239,8,244,33,219,10,241,4,248,14,237,49,203,19,233,53,199,19,232,50,202,175,76,60,192,10,242,2,250,3,249,31,220,15,237,22,230,58,194,153,99,55,197,4,248,4,248,3,249,20,231,8,244,5,247,6,246,10,242,35,217,29,223,18,234,6,246,0,2,250,0,228,22,1,0,0,103,135,0,51,120,64,17,25,44,104,62,17,405,252
415,Monte Cristi,87,368,139,317,164,292,76,379,31,425,22,433,120,336,13,443,4,452,25,431,100,355,51,405,122,334,22,433,92,363,352,103,73,383,24,432,3,453,3,453,51,405,27,428,36,419,92,364,291,165,65,390,10,445,2,453,1,455,52,403,9,446,9,446,11,444,9,446,64,392,45,410,15,440,6,450,0,2,454,0,434,20,1,0,0,197,236,0,94,235,108,19,75,78,178,100,25,415,455
426,Santiago Rodríguez,7,218,41,185,66,160,35,191,8,218,6,219,26,200,10,215,3,222,11,215,37,189,12,213,60,166,30,196,43,183,145,81,75,151,12,213,1,224,1,225,37,188,19,206,21,204,46,180,106,119,50,175,7,219,3,223,4,222,17,208,10,216,3,223,3,223,3,222,57,168,30,195,11,215,3,222,0,0,226,0,212,13,1,0,0,92,116,0,47,124,42,12,29,33,87,53,23,426,225
427,Valverde,87,644,257,474,227,503,75,656,69,661,59,672,68,662,37,694,13,718,16,714,67,663,41,689,121,610,46,685,141,589,450,281,144,586,41,690,4,726,5,726,105,625,66,664,47,684,174,557,400,330,116,614,29,702,6,725,3,728,139,592,75,656,8,723,19,712,18,713,76,655,84,646,48,683,17,714,0,3,727,0,669,53,8,1,0,306,382,0,147,385,164,34,117,129,265,170,50,427,731
502,Azua,176,581,183,574,378,380,150,607,62,695,61,697,68,690,27,731,26,731,41,716,272,486,71,687,82,675,14,743,141,617,570,187,266,492,99,658,8,750,9,749,94,663,64,693,46,711,89,669,485,273,240,518,79,678,14,743,9,749,81,676,56,701,16,742,10,748,26,732,64,693,60,697,43,715,13,744,0,5,753,0,700,53,3,1,0,289,429,0,116,365,233,44,82,206,350,102,18,502,757
517,Peravia,324,323,256,392,117,530,54,593,42,605,40,608,39,608,23,625,13,634,14,633,164,483,53,595,97,550,20,628,108,539,450,197,114,533,79,568,23,624,17,630,79,568,42,605,50,597,147,500,380,267,99,549,79,568,39,608,21,626,92,555,44,603,26,621,23,624,21,627,58,589,90,557,41,606,11,636,0,3,644,0,595,47,4,1,0,217,388,0,88,306,208,45,36,123,262,176,50,517,647
521,San Cristóbal,912,1018,957,973,722,1208,386,1544,243,1687,210,1720,422,1508,195,1735,156,1774,118,1812,613,1317,251,1679,311,1619,22,1908,268,1662,1637,293,839,1091,351,1579,172,1758,132,1798,168,1762,247,1683,98,1832,213,1717,1538,392,651,1279,387,1544,239,1691,154,1777,203,1727,229,1701,83,1847,14,1916,37,1893,58,1872,101,1829,84,1846,56,1874,0,22,1908,0,1774,146,10,0,0,645,1191,0,289,1081,470,90,75,333,769,600,153,521,1930
531,San José de ocoa,40,202,92,151,160,82,119,123,26,216,23,219,96,147,32,210,36,206,45,197,57,185,7,235,33,210,1,242,36,206,182,60,134,109,50,193,16,227,12,231,34,208,46,196,5,237,17,226,168,74,113,130,55,187,25,218,19,223,28,214,26,217,3,239,2,241,2,240,12,230,4,238,9,233,5,238,0,1,241,0,228,13,2,0,0,98,123,0,53,124,54,12,26,53,106,49,8,531,242
603,Baoruco,116,227,108,235,158,185,95,248,20,324,13,330,55,288,25,318,25,318,35,309,130,213,40,303,73,270,1,343,45,298,272,72,159,184,50,293,5,338,5,338,73,270,63,280,11,332,35,308,248,95,152,191,46,297,12,332,4,340,44,300,31,312,2,341,4,340,5,338,30,313,17,326,15,328,7,336,0,2,341,0,321,20,1,1,0,141,165,0,58,139,117,29,67,82,139,43,11,603,343
604,Barahona,366,322,245,442,458,230,127,561,68,620,68,620,148,539,30,657,34,653,81,606,225,462,66,622,99,588,2,686,109,578,576,111,157,530,89,598,12,675,12,675,142,545,110,578,44,643,79,609,564,124,179,508,77,610,15,672,16,672,78,610,49,638,21,667,11,677,29,658,31,657,36,652,29,659,11,676,0,3,684,0,648,37,3,0,0,278,366,0,119,315,214,39,105,208,241,98,35,604,688
610,Independencia,50,151,57,144,88,113,43,158,14,187,13,188,16,185,5,196,5,196,9,192,68,133,18,183,64,137,1,200,26,175,147,54,116,85,18,183,1,200,3,198,30,171,25,176,4,197,10,190,136,65,99,102,14,187,1,200,1,200,21,180,11,190,1,200,3,198,2,199,19,182,9,192,8,193,2,199,0,3,198,0,190,11,0,0,0,95,88,0,47,89,50,14,39,47,77,33,4,610,201
616,Pedernales,6,104,20,91,89,22,29,81,5,105,3,107,18,92,2,108,3,107,7,103,31,79,15,95,11,100,0,110,24,86,84,26,30,80,12,98,0,110,0,110,17,93,8,102,6,104,13,97,82,28,25,85,5,105,0,110,1,109,9,101,6,105,2,108,2,108,2,108,10,100,8,102,6,105,1,109,0,1,109,0,103,7,0,0,0,47,57,0,20,54,28,8,20,32,40,15,3,616,110
707,Elías Piña,34,164,36,163,112,86,41,158,17,182,16,183,32,167,7,191,19,180,49,150,52,147,11,188,45,154,5,194,25,174,155,44,45,154,19,179,3,196,6,193,57,142,51,148,9,190,27,172,147,52,48,151,17,182,6,193,16,183,24,174,15,184,1,198,4,195,7,192,17,182,8,191,7,191,5,193,0,1,198,0,186,12,1,0,0,83,91,0,32,97,56,15,69,58,56,13,2,707,198
722,San Juan,199,619,228,589,323,495,205,613,40,777,29,789,63,754,20,797,36,781,46,771,155,663,46,771,173,645,11,806,182,636,594,223,364,454,84,733,5,812,8,810,102,716,73,745,44,773,97,721,514,303,336,481,63,754,14,804,14,803,68,750,49,769,13,805,9,808,22,796,64,754,59,758,41,777,15,802,0,5,813,0,759,58,1,0,0,335,439,0,135,395,245,43,97,212,359,120,29,722,818
808,El Seibo,24,301,108,217,124,201,70,255,23,302,17,307,31,294,16,308,18,307,15,310,53,272,19,306,61,264,14,311,54,271,248,77,145,179,32,293,3,321,5,320,45,280,29,296,15,310,45,280,202,123,145,180,29,296,13,312,7,318,53,271,22,303,4,321,5,320,7,317,16,309,20,305,18,307,5,320,0,6,319,0,298,23,3,0,0,105,195,0,74,154,82,15,39,63,136,69,17,808,325
811,La Altagracia,238,1019,675,582,380,878,133,1125,132,1125,132,1125,150,1107,155,1103,60,1197,57,1201,441,816,188,1070,160,1098,23,1235,96,1161,938,320,483,775,211,1047,23,1234,26,1232,218,1040,164,1093,72,1185,167,1090,793,464,446,812,156,1101,68,1189,51,1207,272,985,153,1105,20,1238,22,1235,42,1216,41,1217,63,1194,75,1183,17,1240,0,16,1242,0,1156,92,10,0,0,541,700,0,308,602,257,90,78,194,458,375,153,811,1257
812,La Romana,195,838,733,301,342,691,115,919,133,901,98,936,83,951,122,912,52,982,27,1007,151,883,45,989,80,954,10,1024,86,947,781,253,365,668,122,912,11,1023,16,1017,166,867,117,916,35,999,95,938,737,297,344,690,95,939,19,1014,28,1005,191,842,136,898,11,1023,17,1017,21,1013,6,1028,50,984,71,963,28,1006,0,12,1021,0,931,91,9,4,0,385,620,0,202,534,250,48,50,168,357,371,88,812,1033
923,San Pedro de Macorís,575,680,519,737,469,786,180,1075,93,1162,84,1172,190,1065,108,1148,49,1206,74,1181,501,755,191,1064,302,953,17,1239,79,1177,1019,236,502,753,118,1137,22,1234,30,1226,200,1055,117,1139,54,1201,90,1165,917,338,357,898,114,1141,37,1218,47,1208,243,1012,162,1094,23,1232,7,1248,35,1221,23,1233,39,1216,53,1202,23,1233,0,6,1249,0,1176,72,6,1,0,512,708,0,287,638,270,61,86,173,443,445,108,923,1255
929,Monte Plata,209,437,176,470,236,409,104,542,53,593,45,600,112,534,44,602,32,613,45,600,193,453,69,576,214,431,16,630,97,548,466,179,174,471,99,546,37,609,25,620,96,549,93,552,60,585,132,513,405,240,166,479,80,566,48,598,39,607,74,572,71,574,33,613,21,625,23,622,74,571,72,573,38,608,14,631,0,8,638,0,586,54,4,1,0,219,371,0,128,321,136,60,61,163,282,120,20,929,646
930,Hato Mayor,17,343,108,252,177,183,79,281,23,337,20,340,41,319,36,324,13,347,22,338,135,225,39,321,78,282,5,355,56,304,291,68,167,193,44,316,4,355,2,358,43,317,32,328,20,339,30,330,258,102,154,206,44,316,12,348,5,354,41,319,31,329,1,358,6,354,11,349,15,345,11,349,19,341,5,355,1,2,357,1,335,22,3,0,0,124,217,0,83,181,76,20,27,85,174,63,12,930,360
1001,Distrito Nacional,848,3298,2354,1792,1073,3072,381,3765,357,3788,286,3859,475,3670,296,3849,187,3958,92,4053,912,3233,386,3759,212,3933,265,3881,845,3300,3129,1016,987,3158,931,3214,163,3982,173,3973,297,3848,180,3965,236,3910,855,3290,2656,1489,946,3199,708,3437,208,3937,165,3981,392,3753,247,3899,338,3808,121,4024,131,4014,292,3854,423,3723,204,3941,76,4070,0,82,4064,0,3812,290,34,9,0,1532,2485,0,673,2122,1042,309,102,360,1078,1560,1046,1001,4146
1032,Santo Domingo,3172,5975,4916,4230,2262,6884,907,8239,702,8445,547,8599,847,8300,598,8549,459,8688,228,8918,2601,6545,1195,7951,1589,7558,262,8885,1629,7518,7106,2040,2661,6486,2145,7001,442,8705,331,8816,849,8298,607,8540,741,8406,1859,7288,6504,2642,2453,6694,2341,6805,663,8483,388,8759,1067,8080,497,8649,675,8472,271,8876,346,8801,191,8956,895,8252,464,8683,204,8943,0,128,9018,0,8390,691,53,8,4,3284,5525,1,1196,5062,2314,575,170,1079,2923,3655,1320,1032,9147
